name_en,description_en,example_en,category_en,tags_en,name_es,description_es,example_es,category_es,tags_es
"Health","The state of being free from illness or injury, and maintaining physical and mental well-being.","She prioritized her health by establishing consistent sleep patterns, preparing nutritious meals, exercising regularly, and practicing stress management.","Personal","maintain; improve; strengthen; nourish; protect; exercise; rest; balance; monitor","Salud","El bienestar integral del cuerpo y la mente.","Priorizó su salud al combinar actividad física, descanso adecuado y visitas médicas regulares.","Personal","cuidar; nutrir; descansar; moverse; prevenir; equilibrar; vigilar; fortalecer; sanar"
"History","The value refers to the importance or worth of something in terms of its usefulness or significance.","The museum preserved local history by collecting artifacts, recording oral histories from elders, and creating interactive exhibits for the community.","Social","study; document; preserve; record; remember; analyze; research; teach; learn","Historia","El estudio y la memoria de los eventos y personas del pasado.","El archivo comunitario preservó la historia del vecindario recopilando fotografías y relatos de residentes mayores.","Social","documentar; recordar; investigar; archivar; preservar; contar; analizar; enseñar; reflexionar"
"Honesty","Being truthful and transparent in thoughts, words, and actions without hiding or lying.","When the company encountered financial difficulties, the CEO demonstrated honesty by clearly communicating the challenges to employees and stakeholders.","Interpersonal","truth; speak; admit; acknowledge; confess; disclose; reveal; share; tell","Honestidad","Decir la verdad y actuar con transparencia.","La gerente mostró honestidad al reconocer un error en público y explicar cómo lo corregiría.","Interpersonal","decir; revelar; admitir; explicar; transparentar; confesar; mostrar; contar; clarificar"
"Honor","Being fair and truthful in your actions and treating others with respect.","The competitor showed honor by pointing out a scoring error that benefited them unfairly, even though it meant potentially losing the championship.","Personal","respect; integrity; dignity; ethical; principled; moral; virtuous; noble; upright","Honor","Actuar con integridad y respeto hacia los valores que consideras importantes.","Eligió el honor al cumplir la promesa hecha a su equipo, incluso cuando implicó un sacrificio personal.","Personal","honrar; respetar; cumplir; defender; mantener; reconocer; servir; proteger; actuar"
"Hope","A feeling of expectation and desire for a positive outcome in the future.","Despite receiving a difficult diagnosis, she maintained hope by focusing on promising new treatments and making meaningful plans for the future.","Personal","anticipate; expect; look forward; believe; trust; envision; imagine; inspire; aspire","Esperanza","Creer que el futuro puede mejorar y trabajar para hacerlo posible.","La comunidad mantuvo la esperanza al plantar un jardín colectivo después de la tormenta, simbolizando nuevos comienzos.","Personal","esperar; confiar; animar; soñar; visualizar; impulsar; apoyar; persistir; sembrar"
"Humility","Being humble involves recognizing and appreciating the value of others without boasting about oneself.","Despite being an expert in her field, she showed humility by acknowledging what she still had to learn and recognizing others' contributions to projects.","Personal","acknowledge; accept; recognize; learn; listen; admit; yield; surrender; embrace","Humildad","Reconocer tus límites y aprender de otras personas sin arrogancia.","Demostró humildad al admitir que necesitaba ayuda y agradecer al equipo por compartir su experiencia.","Personal","reconocer; aprender; escuchar; agradecer; servir; compartir; valorar; admitir; ajustar"
"Humor","A way of thinking or expressing ideas that makes people laugh or feel good.","The team leader used humor to help everyone relax during tense situations and to build connections among team members from different backgrounds.","Interpersonal","laugh; joke; amuse; entertain; play; create; share; enjoy; lighten","Humor","Encontrar lo divertido en situaciones para aliviar tensiones y conectar con otras personas.","Su humor ligero durante la reunión redujo la tensión y permitió retomar la conversación con más creatividad.","Interpersonal","reír; bromear; relajar; aligerar; compartir; entretener; conectar; divertir; improvisar"
"Imagination","The ability to create ideas or images in your mind that are not present in the real world.","The architect used imagination to design a building that not only met functional requirements but also inspired wonder and connected with its natural surroundings.","Personal","envision; create; dream; invent; conceive; visualize; conceptualize; design; formulate","Imaginación","Crear imágenes e ideas en la mente para explorar posibilidades nuevas.","La imaginación de la diseñadora dio vida a un prototipo que combinaba tecnología y tradición artesanal.","Personal","imaginar; soñar; visualizar; crear; explorar; inventar; idear; fantasear; innovar"
"Impact","Making a positive difference in people's lives or the world around us.","The literacy program had tremendous impact, helping thousands of adults learn to read and significantly improving their employment opportunities and self-confidence.","Social","influence; affect; change; transform; shape; alter; modify; improve; revolutionize","Impacto","Generar un cambio significativo en personas, sistemas o entornos.","El programa tuvo impacto al reducir drásticamente el desperdicio de alimentos y fortalecer las redes de apoyo barrial.","Social","impactar; transformar; influir; cambiar; mejorar; ampliar; movilizar; fortalecer; sostener"
"Independence","The ability to make choices and act freely without being controlled by others.","After years of practice, the teenager with disabilities achieved independence by learning to use public transportation and manage daily responsibilities.","Personal","manage; decide; direct; control; maintain; sustain; operate; function; lead","Independencia","Tomar decisiones y actuar con autonomía.","Buscó independencia al aprender a administrar sus finanzas y elegir la carrera que realmente deseaba.","Personal","autogestionar; decidir; actuar; elegir; emprender; liderar; asumir; organizar; sostenerse"
"Initiative","Taking action to make things better or to start new projects without waiting for others to do it first.","Noticing that new employees struggled to navigate company systems, she took initiative by creating a comprehensive onboarding guide without being asked.","Personal","begin; start; launch; instigate; introduce; establish; create; originate; undertake","Iniciativa","Dar el primer paso sin esperar instrucciones.","Mostró iniciativa al crear un plan de bienvenida para las nuevas personas del equipo antes de que se lo solicitaran.","Personal","iniciar; proponer; actuar; anticipar; liderar; emprender; organizar; crear; movilizar"
"Inner Peace","A state of mental and emotional calmness, free from stress and anxiety.","Through daily meditation and mindfulness practices, she cultivated inner peace that allowed her to remain calm and centered even during challenging situations.","Personal","cultivate; maintain; practice; develop; nurture; find; create; experience; embody","Paz interior","Un sentido de calma y equilibrio emocional que surge desde adentro.","Cultivó paz interior mediante meditaciones breves durante el día y pausas conscientes para respirar.","Personal","respirar; calmar; meditar; equilibrar; centrar; soltar; escuchar; descansar; contemplar"
"Innovation","Creating new ideas and better ways to solve problems or improve things.","The company encouraged innovation by setting aside time for employees to experiment with new ideas and celebrating creative failures as learning opportunities.","Personal","create; design; develop; pioneer; revolutionize; transform; reinvent; originate; advance","Innovación","Aplicar ideas nuevas para mejorar procesos, productos o servicios.","La empresa impulsó la innovación al experimentar con materiales reciclados para sus empaques.","Personal","innovar; crear; experimentar; desarrollar; iterar; implementar; mejorar; prototipar; adaptar"
"Integrity","Living honestly and being true to oneself and others, even when facing challenges, builds trust and connection.","The executive demonstrated integrity by declining a profitable contract because the client's practices didn't align with the company's environmental values.","Personal","uphold; maintain; practice; live; demonstrate; exhibit; show; honor; embody","Integridad","Mantener coherencia entre valores, palabras y acciones.","Su integridad se reflejó en que rechazó una oferta lucrativa que contradecía los principios de la organización.","Personal","alinear; respetar; cumplir; actuar; honrar; sostener; mostrar; defender; ser"
"Intuition","The ability to understand something immediately, without needing to think about it or use logic.","The experienced doctor used her intuition to investigate symptoms that seemed minor but suggested a more serious underlying condition.","Personal","sense; feel; perceive; know; recognize; understand; discern; detect; trust","Intuición","Confiar en la percepción interna para guiar decisiones.","Siguió su intuición al modificar el diseño de la campaña, y la respuesta positiva confirmó su elección.","Personal","intuir; sentir; escuchar; percibir; confiar; discernir; notar; responder; fluir"
"Justice","Fair treatment for everyone, ensuring that rights are respected and wrongs are corrected.","The organization worked for justice by providing free legal representation to community members who couldn't afford legal help when facing eviction.","Social","promote; defend; uphold; fight; advocate; support; stand; speak; protect","Justicia","Garantizar que todas las personas reciban trato equitativo y reparación cuando se vulneran sus derechos.","El colectivo luchó por justicia al acompañar casos de discriminación y exigir cambios estructurales.","Social","reparar; defender; proteger; denunciar; garantizar; igualar; restaurar; equilibrar; legislar"
"Kindness","Being friendly and helpful to others, showing care and consideration in your actions and words.","The busy executive practiced kindness by learning the names of maintenance staff, asking about their families, and expressing appreciation for their work.","Interpersonal","help; share; offer; extend; give; provide; support; assist; serve","Amabilidad","Actuar con gentileza y consideración hacia otras personas.","Mostró amabilidad al dejar notas de aliento anónimas en los escritorios de sus compañeros.","Interpersonal","cuidar; apoyar; sonreír; escuchar; ayudar; acompañar; animar; ofrecer; consolar"
"Knowledge","Understanding and using information, facts, and skills gained through experience or education.","The mentor shared knowledge accumulated over decades in the field, helping new professionals avoid common pitfalls and accelerate their development.","Personal","learn; study; understand; research; investigate; discover; examine; explore; comprehend","Conocimiento","Comprender información, habilidades y experiencias que amplían la mente.","Buscó conocimiento al inscribirse en cursos nocturnos sobre historia local y compartir lo aprendido en su comunidad.","Personal","aprender; estudiar; investigar; leer; analizar; enseñar; profundizar; compartir; memorizar"
"Laughter","A joyful expression often shared in response to humor or fun situations.","The family prioritized laughter during difficult times, finding moments for games and jokes that provided essential emotional relief.","Interpersonal","enjoy; share; create; experience; express; release; connect; appreciate; embrace","Risa","Expresar alegría mediante carcajadas y sonrisas compartidas.","La risa llenó la casa cuando la familia recordó anécdotas graciosas durante la cena.","Interpersonal","reír; sonreír; bromear; celebrar; disfrutar; contagiar; iluminar; animar; relajar"
"Leadership","Guiding and inspiring others to work together towards common goals.","During the crisis, she demonstrated leadership by staying calm, clearly communicating priorities, and empowering team members to make decisions in their areas.","Interpersonal","guide; direct; inspire; influence; motivate; empower; develop; mentor; serve","Liderazgo","Inspirar y guiar a las personas para alcanzar objetivos comunes.","Ejerció liderazgo al escuchar a su equipo, sintetizar ideas y marcar un rumbo claro durante la crisis.","Interpersonal","guiar; inspirar; motivar; organizar; dirigir; apoyar; empoderar; coordinar; decidir"
"Learning","Gaining knowledge or skills through study, experience, or teaching.","Even after 40 years in the field, the surgeon prioritized learning by attending conferences, reading research, and seeking feedback from colleagues.","Personal","study; discover; explore; research; investigate; understand; absorb; master; practice","Aprendizaje","Adquirir nueva comprensión a través de estudio y experiencia.","El aprendizaje continuo del grupo se dio al reflexionar después de cada proyecto y ajustar su enfoque.","Personal","aprender; estudiar; practicar; reflexionar; experimentar; descubrir; analizar; aplicar; crecer"
"Legacy","Leaving a positive impact on future generations through actions and values.","The philanthropist created a legacy by establishing a foundation that would continue funding educational opportunities long after her lifetime.","Social","build; create; leave; establish; develop; pass on; invest; shape; influence","Legado","El impacto duradero que dejas en personas, instituciones o lugares.","Su legado como mentora vive en las generaciones de líderes que apoyó y formó.","Social","trascender; inspirar; construir; guiar; enseñar; donar; compartir; impactar; preservar"
"Love","A deep feeling of affection and care for someone or something.","The parents demonstrated love by providing consistent support, setting healthy boundaries, and encouraging their children to pursue their own interests.","Interpersonal","care; cherish; adore; treasure; value; nurture; support; connect; bond","Amor","Un sentimiento profundo de afecto, cuidado y compromiso.","Expresó amor al cuidar a su padre durante la recuperación, escuchando sus historias y manteniéndolo animado.","Interpersonal","amar; cuidar; abrazar; acompañar; apoyar; proteger; nutrir; compartir; agradecer"
"Loyalty","Being loyal involves staying true to someone or something, supporting them through good times and bad.","Despite receiving better job offers, she showed loyalty to the company that had supported her during difficult personal times.","Interpersonal","commit; defend; support; maintain; uphold; honor; serve; protect; remain","Lealtad","Mantener compromiso y apoyo constante hacia personas, causas o comunidades.","Su lealtad se evidenció al permanecer con el equipo en tiempos difíciles y defender sus necesidades.","Interpersonal","respaldar; apoyar; cumplir; permanecer; defender; honrar; acompañar; sostener; proteger"
"Luxury","A state of great comfort or elegance, often involving expensive items or experiences.","The boutique hotel offered luxury through personalized service, handcrafted furnishings, and exceptional attention to every detail of the guest experience.","Personal","indulge; enjoy; appreciate; savor; experience; acquire; select; choose; curate","Lujo","Disfrutar comodidades y experiencias exclusivas que superan lo necesario.","Para su aniversario eligieron el lujo de un viaje enológico con cenas privadas y alojamiento histórico.","Personal","disfrutar; consentir; adornar; degustar; adquirir; valorar; elegir; distinguir; conceder"
"Meditation","A practice that helps calm the mind and focus on the present moment.","She incorporated meditation into her daily routine, spending fifteen minutes each morning focusing on her breath and observing her thoughts without judgment.","Personal","practice; center; focus; reflect; observe; breathe; calm; attend; contemplate","Meditación","Practicar la atención consciente para calmar la mente y el cuerpo.","Incorporó la meditación a su rutina al dedicar diez minutos diarios a observar la respiración.","Personal","meditar; respirar; centrar; enfocar; calmar; observar; escuchar; relajar; reflexionar"
"Mental Health","A state of well-being where individuals can cope with stress, work productively, and contribute to their community.","The company prioritized mental health by providing counseling services, stress management training, and flexible scheduling during difficult times.","Personal","maintain; nurture; monitor; improve; support; balance; regulate; develop; protect","Salud mental","El bienestar emocional, psicológico y social que permite manejar el estrés y relacionarse de forma equilibrada.","Protegió su salud mental al asistir a terapia, establecer límites claros y mantenerse conectada con amistades de confianza.","Personal","cuidar; hablar; procesar; descansar; regular; buscar apoyo; reforzar; equilibrar; sanar"
"Mentorship","Helping others grow by sharing knowledge, experience, and support.","The experienced engineer provided mentorship to new team members, offering guidance on technical challenges and career navigation.","Interpersonal","guide; teach; support; develop; advise; share; coach; nurture; help","Mentoría","Acompañar y guiar a otras personas para apoyar su crecimiento.","La mentoría se reflejó en las reuniones mensuales donde revisaba objetivos y conectaba a su aprendiz con oportunidades.","Interpersonal","guiar; aconsejar; escuchar; apoyar; enseñar; conectar; orientar; motivar; desarrollar"
"Mindfulness","Being aware of the present moment and accepting thoughts and feelings without judgment.","During the high-pressure meeting, she practiced mindfulness by noticing her rising stress, taking deliberate breaths, and refocusing on the current discussion.","Personal","observe; notice; attend; focus; realize; recognize; acknowledge; practice; experience","Atención plena","Estar presente con conciencia en el momento actual sin juzgar.","Practicó atención plena al notar sus pensamientos durante una conversación difícil y responder con calma.","Personal","observar; respirar; notar; aceptar; centrar; percibir; escuchar; sentir; reflexionar"
"Mission","A mission is a clear statement that describes the purpose and goals of an organization or group.","The nonprofit's mission to provide technology education to underserved communities guided all their program decisions and resource allocations.","Personal","pursue; fulfill; accomplish; achieve; drive; dedicate; commit; focus; serve","Misión","El propósito central que guía acciones y decisiones.","El equipo actualizó su misión para enfocarse en reducir el desperdicio alimentario en la región.","Personal","definir; enfocar; dirigir; alinear; comprometerse; comunicar; priorizar; avanzar; servir"
"Money","A medium of exchange used to buy goods and services.","Rather than focusing only on accumulating money, she viewed it as a tool for creating security, supporting causes she valued, and providing opportunities.","Personal","earn; save; invest; manage; budget; allocate; acquire; build; grow","Dinero","Un recurso que permite intercambiar bienes y servicios y apoyar objetivos.","Administró su dinero creando un presupuesto que incluía ahorro, donaciones y gastos esenciales.","Personal","ahorrar; invertir; ganar; presupuestar; administrar; gastar; donar; planificar; equilibrar"
"Movement","The act of changing position or location, often involving physical activity or effort.","The physical therapist incorporated different forms of movement into the rehabilitation plan, gradually rebuilding strength and mobility.","Personal","exercise; train; practice; perform; engage; express; flow; develop; explore","Movimiento","Mantener el cuerpo activo para fortalecer la salud y la energía.","Integró movimiento en su jornada al caminar al trabajo y practicar danza por la noche.","Personal","moverse; caminar; estirar; bailar; correr; saltar; activar; respirar; fortalecer"
"Networking","Building and maintaining relationships with people to share information and opportunities.","She approached networking as relationship-building rather than transaction, focusing on how she could help others and creating genuine connections.","Interpersonal","connect; exchange; link; relate; communicate; engage; introduce; build; establish","Redes","Crear y mantener relaciones profesionales de apoyo mutuo.","Fortaleció sus redes al asistir a encuentros del sector y conectar colegas que podían colaborar.","Interpersonal","conectar; presentar; colaborar; compartir; apoyar; relacionar; seguir; comunicar; vincular"
"Open-mindedness","Being willing to consider new ideas and different viewpoints without judging them right away.","When team members proposed an approach contrary to his initial plan, the director demonstrated open-mindedness by listening carefully and incorporating their insights.","Personal","consider; explore; examine; listen; evaluate; question; learn; adapt; accept","Mente abierta","Estar dispuesto a considerar nuevas ideas y perspectivas sin juicio inmediato.","Mostró mente abierta al escuchar a la comunidad local antes de diseñar el programa.","Personal","escuchar; considerar; aprender; aceptar; explorar; dialogar; respetar; adaptarse; evolucionar"
"Optimism","A hopeful attitude that looks for good outcomes and believes in positive possibilities.","During the company's challenging transition, the leader maintained optimism by acknowledging difficulties while highlighting progress and opportunities ahead.","Personal","hope; expect; believe; trust; anticipate; envision; look forward; encourage; inspire","Optimismo","Mantener una visión positiva sobre el futuro y las posibilidades.","Su optimismo motivó al equipo a seguir buscando soluciones creativas incluso después de varios intentos fallidos.","Personal","confiar; esperar; animar; sonreír; visualizar; impulsar; apoyar; motivar; persistir"
"Partnership","Working together with others to achieve common goals and build strong relationships.","The two organizations formed a partnership that combined their different strengths to create a more comprehensive approach to community health.","Interpersonal","collaborate; cooperate; ally; join; share; build; develop; create; maintain","Alianza","Colaborar con otra persona u organización para compartir responsabilidades y beneficios.","La alianza entre la cooperativa y la universidad permitió lanzar un programa de capacitación accesible.","Interpersonal","aliarse; cooperar; coordinar; compartir; acordar; negociar; sincronizar; apoyar; coliderar"
"Patience","The ability to wait calmly and without frustration for something to happen or for a situation to change.","The teacher showed patience by explaining the concept multiple times using different approaches until each student understood.","Personal","wait; endure; persist; tolerate; accept; bear; withstand; continue; remain","Paciencia","Esperar con calma y perseverancia sin frustrarse.","Practicar paciencia le permitió acompañar a su hijo en el aprendizaje de la lectura sin presionarlo.","Personal","esperar; respirar; acompañar; escuchar; soportar; persistir; comprender; calmar; sostener"
"Perseverance","Sticking with a task or goal even when it gets tough or takes a long time.","After multiple failed prototypes over three years, the inventor's perseverance finally led to a working design that solved the problem.","Personal","persist; continue; endure; overcome; strive; push; pursue; sustain; withstand","Perseverancia","Continuar trabajando hacia una meta pese a obstáculos repetidos.","Su perseverancia quedó demostrada al presentar la iniciativa ante múltiples comités hasta obtener aprobación.","Personal","persistir; insistir; resistir; avanzar; superar; mantenerse; trabajar; seguir; lograr"
"Philanthropy","Helping others by giving money, time, or resources to support causes that improve people's lives and communities.","The entrepreneur practiced philanthropy by donating a significant portion of profits to education programs and volunteering monthly at community centers.","Social","give; donate; support; contribute; fund; help; assist; share; provide","Filantropía","Donar recursos, tiempo o talento para apoyar el bien común.","Su filantropía se manifestó al financiar becas y asesorar a jóvenes emprendedores de comunidades rurales.","Social","donar; apoyar; invertir; compartir; impulsar; financiar; acompañar; servir; sostener"
"Physical Health","Being physically healthy involves maintaining a strong body through regular exercise, good nutrition, and proper rest.","She maintained her physical health through daily walks, balanced meals with plenty of vegetables, and prioritizing eight hours of sleep each night.","Personal","exercise; nourish; strengthen; rest; train; maintain; develop; practice; protect","Salud física","El estado de cuidado del cuerpo mediante actividad, nutrición y descanso.","Cultivó su salud física al preparar comidas nutritivas y mantener un plan de ejercicios moderados.","Personal","moverse; alimentar; descansar; ejercitar; hidratar; fortalecer; cuidar; prevenir; estirar"
"Piety","A deep respect and devotion to something sacred or holy, often shown through actions and beliefs.","His piety was evident in his daily prayer practice, regular attendance at worship services, and how he applied his religious teachings to ethical decisions.","Personal","pray; worship; reverence; practice; observe; follow; honor; respect; devotion","Piedad","Demostrar devoción espiritual o religiosa mediante prácticas respetuosas.","Su piedad se reflejaba en rituales diarios de oración y servicio voluntario en su comunidad de fe.","Personal","orar; honrar; respetar; meditar; servir; ofrecer; agradecer; celebrar; compartir"
"Positive Attitude","Staying hopeful and cheerful, even when things are tough, helps to create a better environment and encourages others.","Despite facing significant project setbacks, the team leader maintained a positive attitude, focusing on solutions and acknowledging each step forward.","Personal","choose; practice; maintain; cultivate; develop; exercise; demonstrate; exhibit; show","Actitud positiva","Enfocar los pensamientos en posibilidades constructivas incluso ante retos.","Mantuvo una actitud positiva al reconocer cada pequeño avance del equipo durante la reestructuración.","Personal","animar; motivar; agradecer; sonreír; reencuadrar; apoyar; confiar; inspirar; persistir"
"Pragmatism","This value emphasizes practical solutions and actions that work effectively in real-life situations.","The manager's pragmatism led her to implement immediate workable solutions rather than waiting for perfect ones, allowing the project to move forward.","Personal","apply; implement; use; adapt; focus; develop; execute; employ; utilize","Pragmatismo","Tomar decisiones basadas en lo que funciona en la práctica.","Mostró pragmatismo al ajustar el plan con recursos disponibles en lugar de esperar condiciones perfectas.","Personal","evaluar; adaptar; ajustar; priorizar; resolver; optimizar; implementar; medir; simplificar"
"Presence","Being fully engaged and attentive in the moment, showing awareness of one's surroundings and the people in it.","During conversations, she demonstrated presence by putting away her phone, maintaining eye contact, and responding thoughtfully to what was being said.","Personal","attend; focus; notice; engage; experience; observe; be; remain; participate","Presencia","Participar plenamente en el momento, mostrando atención genuina.","Ofreció presencia al guardar el teléfono y escuchar con interés durante la conversación difícil.","Personal","estar; escuchar; atender; observar; conectar; acompañar; centrar; participar; sostener"
"Professionalism","Showing respect, responsibility, and good behavior in the workplace or any professional setting.","Even during the tense meeting, she maintained professionalism by speaking calmly, focusing on facts rather than emotions, and treating everyone with respect.","Personal","maintain; demonstrate; uphold; practice; exhibit; display; conduct; represent; show","Profesionalismo","Actuar con responsabilidad, ética y calidad en el trabajo.","Su profesionalismo se notó en la puntualidad, la comunicación clara y la preparación detallada de cada reunión.","Personal","cumplir; organizar; respetar; comunicar; preparar; presentar; colaborar; responder; mejorar"
"Purpose","A reason for doing something that guides actions and decisions.","After volunteering with homeless youth, she found her purpose in developing affordable housing solutions, which guided her career choices thereafter.","Personal","pursue; discover; fulfill; find; define; create; live; express; embody","Propósito","La razón significativa que orienta tus decisiones y energía.","Reafirmó su propósito al dedicar el proyecto a ampliar el acceso a la educación en su barrio.","Personal","definir; enfocar; alinear; guiar; comprometerse; servir; priorizar; reflexionar; avanzar"
"Quality","Being committed to excellence and ensuring that products or services meet high standards.","The artisan baker demonstrated quality by sourcing the finest ingredients, perfecting techniques over years, and refusing to sell anything below her standards.","Personal","create; ensure; maintain; improve; achieve; deliver; produce; craft; perfect","Calidad","Ofrecer resultados excelentes mediante atención al detalle y mejora continua.","El equipo protegió la calidad al revisar cada entregable y aprender de la retroalimentación.","Personal","mejorar; perfeccionar; cuidar; verificar; ajustar; detallar; optimizar; garantizar; pulir"
"Recognition","Valuing and acknowledging the contributions and achievements of others.","The director practiced recognition by highlighting team members' specific contributions during meetings and writing personal thank-you notes for exceptional work.","Interpersonal","acknowledge; appreciate; honor; notice; praise; celebrate; commend; highlight; award","Reconocimiento","Apreciar y celebrar las contribuciones de otras personas.","Instituyeron un momento semanal de reconocimiento para destacar logros individuales y colectivos.","Interpersonal","reconocer; agradecer; celebrar; nombrar; aplaudir; visibilizar; honrar; compartir; elogiar"
"Recovery","A process of returning to a normal state after a difficult situation or injury.","After the surgical procedure, she committed to her recovery by following rehabilitation exercises, gradually increasing activity, and maintaining a positive mindset.","Personal","heal; restore; reclaim; rebuild; regain; overcome; rehabilitate; mend; strengthen","Recuperación","Regresar a un estado saludable después de una dificultad.","Su recuperación avanzó al recibir fisioterapia constante y apoyo emocional de sus amigos.","Personal","recuperar; sanar; rehabilitar; descansar; fortalecer; apoyarse; progresar; cuidar; persistir"
"Reliability","Being dependable and consistently doing what you say you will do.","The supplier demonstrated reliability by delivering materials on time for every order over five years, even during industry-wide shortages.","Personal","fulfill; deliver; complete; uphold; maintain; honor; execute; accomplish; meet","Fiabilidad","Ser consistente y cumplir lo que se promete.","La fiabilidad de la voluntaria se reflejó en que nunca faltó a sus turnos y siempre completó sus tareas.","Personal","cumplir; responder; garantizar; asegurar; mantener; apoyar; entregar; confiar; sostener"
"Representation","The act of showing or depicting ideas, people, or groups in a way that reflects their true nature and experiences.","The media company improved representation by ensuring its stories included diverse perspectives and were created by teams with varied backgrounds and experiences.","Social","include; speak; advocate; embody; reflect; symbolize; stand; present; portray","Representación","Dar voz y visibilidad a personas y perspectivas diversas.","Trabajaron por la representación al incluir artistas indígenas en la curaduría del festival.","Social","representar; visibilizar; incluir; defender; amplificar; escuchar; mostrar; promover; abogar"
"Resilience","The ability to bounce back from difficulties and keep going despite challenges.","After losing a major client, the small business showed resilience by rapidly developing new services and rebuilding stronger than before.","Personal","recover; adapt; overcome; withstand; rebound; persist; endure; strengthen; grow","Resiliencia","Adaptarse y recuperarse tras adversidades.","La resiliencia de la comunidad se vio en cómo reconstruyó viviendas y fortaleció redes de apoyo tras la inundación.","Personal","resistir; recuperar; adaptarse; reconstruir; aprender; persistir; apoyar; avanzar; superar"
"Respect","Treating others with kindness and valuing their feelings, opinions, and rights.","The debate moderator ensured an atmosphere of respect by establishing clear guidelines for discussion and intervening when participants became dismissive.","Interpersonal","honor; admire; value; appreciate; listen; consider; acknowledge; recognize; treat","Respeto","Reconocer el valor de otras personas y tratarlas con dignidad.","Demostró respeto al escuchar opiniones opuestas sin interrumpir y agradeciendo la honestidad.","Interpersonal","respetar; escuchar; valorar; considerar; reconocer; honrar; aceptar; cuidar; dialogar"
"Responsibility","Being accountable for your actions and making sure you do what you promise.","When the project went over budget, the manager took responsibility by acknowledging his oversight, developing a plan to address it, and communicating transparently.","Personal","accept; take; fulfill; assume; handle; manage; complete; own; undertake","Responsabilidad","Responder por tus acciones y cuidar las consecuencias para otras personas.","Mostró responsabilidad al admitir su error y trabajar con el equipo para corregir el proceso.","Personal","asumir; cumplir; responder; cuidar; organizar; prevenir; apoyar; corregir; servir"
"Romance","A deep emotional connection and attraction between people, often involving love and affection.","After twenty years of marriage, they maintained romance through weekly date nights, thoughtful gestures, and continuing to learn about each other's changing interests.","Interpersonal","love; adore; pursue; woo; cherish; connect; express; kindle; share","Romance","Cultivar la intimidad y el afecto en una relación amorosa.","Revivieron el romance al planear citas mensuales que celebraban su historia compartida.","Interpersonal","enamorar; cuidar; sorprender; compartir; escuchar; amar; conectar; dedicar; acoger"
"Safety","Being safe involves taking actions to protect yourself and others from harm or danger.","The construction company prioritized safety by implementing thorough training programs, regular equipment checks, and a culture where anyone could stop work if they observed a hazard.","Personal","protect; secure; defend; shield; guard; prevent; ensure; maintain; preserve","Seguridad","Crear entornos donde las personas se sientan protegidas y libres de daño.","El vecindario mejoró la seguridad al instalar iluminación comunitaria y organizar rondas de acompañamiento.","Personal","proteger; vigilar; prevenir; asegurar; cuidar; alertar; reforzar; monitorear; responder"
"Self Care","Taking time to care for your mental, emotional, and physical well-being to feel better and live healthier.","Despite her busy schedule, she practiced self-care by setting aside time each day for exercise, maintaining boundaries around work hours, and connecting regularly with friends.","Personal","nurture; protect; maintain; restore; prioritize; attend; respect; preserve; rejuvenate","Autocuidado","Atender tus necesidades físicas, emocionales y espirituales.","Practicó autocuidado al bloquear tiempo para descansar, comer bien y decir no a compromisos excesivos.","Personal","cuidarse; nutrirse; descansar; escuchar; poner límites; renovar; priorizarse; respirar; sanar"
"Self Expression","The ability to share thoughts, feelings, and ideas openly and honestly.","The arts program encouraged self-expression by providing various mediums and techniques for students to communicate their unique perspectives and experiences.","Personal","create; show; demonstrate; display; communicate; share; reveal; manifest; represent","Autoexpresión","Comunicar tus ideas y sentimientos de forma auténtica.","Encontró autoexpresión a través de un blog donde compartía crónicas de su barrio.","Personal","expresarse; compartir; crear; comunicar; escribir; pintar; cantar; mostrar; declarar"
"Self-Actualization","Reaching your full potential by growing, learning, and becoming the best version of yourself.","After years of dedicated practice, education, and self-reflection, the musician achieved self-actualization by creating original compositions that transformed her field.","Personal","develop; fulfill; realize; become; achieve; grow; express; manifest; create","Autorrealización","Alcanzar tu máximo potencial viviendo de acuerdo con tus talentos y valores.","Buscó la autorrealización al emprender un proyecto social que combinaba su experiencia y su pasión.","Personal","realizarse; crecer; explorar; desarrollarse; aprender; servir; expresar; transformarse; lograr"
"Self-Awareness","Understanding your own thoughts, feelings, and actions to improve yourself and your relationships with others.","Through journaling and reflection, he developed self-awareness about how his communication style affected others, allowing him to make positive changes.","Personal","reflect; examine; understand; recognize; acknowledge; observe; monitor; analyze; know","Autoconciencia","Reconocer tus emociones, motivaciones y patrones de comportamiento.","Su autoconciencia aumentó al llevar un diario donde analizaba reacciones y desencadenantes.","Personal","observarse; reflexionar; anotar; escuchar; identificar; comprender; ajustar; aceptar; aprender"
"Self-Compassion","Being kind and understanding to yourself during tough times or when you make mistakes.","After missing an important deadline, she practiced self-compassion by acknowledging her disappointment without harsh self-criticism, then focusing on what she could learn.","Personal","nurture; accept; forgive; understand; support; comfort; love; embrace; acknowledge","Autocompasión","Tratarte con amabilidad y comprensión cuando enfrentas dificultades.","Practicó autocompasión al hablarse con cariño después de un error en lugar de criticarse.","Personal","abrazarse; cuidarse; perdonarse; escucharse; calmarse; aceptarse; animarse; reconfortarse; sostenerse"
